vacancy_id,vacancy_name,role_group,employer_name,area,experience,schedule,salary_from,salary_to,salary_currency,hard_skills,soft_skills,tools,vacancy_url
134107891,Менеджер по продажам B2B,Sales (общее),HeadHunter,Ташкент,От 1 года до 3 лет,"На месте работодателя, Удалённо, Гибрид",7200000.0,16800000.0,UZS,"upsell, выполнение плана, выявление потребностей, заключение договоров, коммерческое предложение, малый и средний бизнес, отчётность, полный цикл продаж, счета, холодные звонки, холодные продажи","аналитическое мышление, контроль, нацеленность на результат, переговоры, презентации, профессиональный рост, развитие, самостоятельность, телефонные переговоры",,https://hh.ru/vacancy/134107891
133780231,Менеджер по продажам на вводный урок (теплая база),Sales (общее),Онлайн-школа Тетрика,Нижний Новгород,От 1 года до 3 лет,Удалённо,140000.0,,RUB,"активные продажи, отчётность","настойчивость, организация, презентации, развитие",,https://hh.ru/vacancy/133780231
132680994,Менеджер по продажам на вводный урок (теплая база),Sales (общее),Онлайн-школа Тетрика,Екатеринбург,От 1 года до 3 лет,Удалённо,140000.0,,RUB,"активные продажи, отчётность","настойчивость, организация, презентации, развитие",,https://hh.ru/vacancy/132680994
133955787,"Менеджер по продажам\BDM (мобильный маркетинг, СНГ)",BDM,WEON,Алматы,От 1 года до 3 лет,Удалённо,,,RUB,"b2b продажи, воронка продаж, гибка, коммерческое предложение, переговоры, презентации, проведение переговоров, развитие бизнеса, сопровождение клиентов","организация, ориентация на результат, развитие",,https://hh.ru/vacancy/133955787
133955788,"Менеджер по продажам\BDM (мобильный маркетинг, СНГ)",BDM,WEON,Ташкент,От 1 года до 3 лет,Удалённо,,,RUB,"b2b продажи, воронка продаж, гибка, коммерческое предложение, переговоры, презентации, проведение переговоров, развитие бизнеса, сопровождение клиентов","организация, ориентация на результат, развитие",,https://hh.ru/vacancy/133955788
134584040,New Business Manager / Senior BDM (агентский опыт),BDM,Creadigital,Москва,От 3 до 6 лет,Удалённо,,,RUB,"b2b продажи, активные продажи, анализ воронки, ведение переговоров, воронка продаж, выполнение плана, коммерческое предложение, корпоративы, лидогенерация, план продаж, работа с возражениями, работа с ключевыми клиентами, развитие бизнеса, тендеры","переговоры, планирование, презентации, принятие решений, развитие","bitrix24, telegram",https://hh.ru/vacancy/134584040
134766487,Бизнес-партнер/BDM,BDM,Айти-тех,Москва,От 3 до 6 лет,"На месте работодателя, Удалённо, Гибрид, Разъездной",,,RUB,"b2b продажи, активные продажи, переговоры, ту","аналитическое мышление, видение, деловое общение, нацеленность на результат, презентации, развитие, стратегическое мышление",,https://hh.ru/vacancy/134766487
134805820,Менеджер по продажам / BDM (Enterprise),BDM,Форбс Консалтинг,Москва,От 3 до 6 лет,"Удалённо, Гибрид",,,RUB,"b2b продажи, enterprise, активные продажи, анализ воронки, воронка продаж, выполнение плана, выявление потребностей, коммерческое предложение, корпоративные продажи, методология продаж, план продаж, презентации, ту, цикл сделки","деловая переписка, переговоры, планирование, развитие",,https://hh.ru/vacancy/134805820
133496558,Country manager/ Director/Территориальный директор/BDM/менеджер по развитию бизнеса (Китай),BDM,ФИНАМ,Москва,От 3 до 6 лет,"Удалённо, Гибрид",,,RUB,"ведение переговоров, командировки, переговоры, проведение переговоров","контроль, развитие, управление командой",,https://hh.ru/vacancy/133496558
134702804,BDM / Account manager,BDM,Фортуна Айти,Москва,От 3 до 6 лет,Удалённо,,,RUB,"account management, b2b продажи, business development, key account management, upsell, гибка, мониторинг, сверки, ту","взаимодействие, коммуникабельность, контроль, ответственность",,https://hh.ru/vacancy/134702804
134654982,Senior BDM (Payments),BDM,Offer Now,Кипр,От 3 до 6 лет,"Удалённо, Гибрид",,12000.0,EUR,"outbound, гибка, подарки",принятие решений,,https://hh.ru/vacancy/134654982
134666939,Affiliate manager / BDM (Crypto),BDM,VELARIX DIGITAL AGENCY,Москва,От 1 года до 3 лет,Удалённо,150000.0,200000.0,RUB,зарплата,,,https://hh.ru/vacancy/134666939
132266881,"BDM (ИТ-вендор, B2B, Enterprise)",BDM,Первая Форма,Москва,От 3 до 6 лет,Удалённо,,,RUB,"enterprise, больничные, документооборот, зарплата, переговоры, проведение переговоров, цикл сделки","мотивация, развитие",,https://hh.ru/vacancy/132266881
134635592,Менеджер по развитию бизнеса (BDM),BDM,Notamedia,Москва,От 3 до 6 лет,"Удалённо, Гибрид",,,RUB,"enterprise, saas, sql, гибка, корпоративы, переговоры, презентации, развитие клиентов, тёплые звонки",развитие,,https://hh.ru/vacancy/134635592
132568461,BDM / Менеджер по развитию бизнеса (Москва),BDM,Dex,Москва,От 3 до 6 лет,Удалённо,300000.0,400000.0,RUB,"b2b продажи, business development, активные продажи, ведение переговоров, зарплата, корпоративы, лидогенерация, переговоры, презентации, развитие бизнеса","развитие, сервис",,https://hh.ru/vacancy/132568461
134684383,Country manager/Director/Территориальный директор/BDM/менеджер по развитию бизнеса (Китай),BDM,ФИНАМ,Китай,От 3 до 6 лет,"Удалённо, Гибрид",,,RUB,"ведение переговоров, командировки, переговоры, проведение переговоров","контроль, развитие, управление командой",,https://hh.ru/vacancy/134684383
134482248,Senior BDM (Payments),BDM,Offer Now,Турция,От 3 до 6 лет,Удалённо,,10000.0,EUR,"outbound, подарки",принятие решений,,https://hh.ru/vacancy/134482248
134434856,Sales manager/BDM,BDM,AB,Москва,От 1 года до 3 лет,Удалённо,,,RUB,"b2b продажи, business development, saas, активные продажи, визы, перевыполнение плана, план продаж, проведение демо","проактивность, развитие",,https://hh.ru/vacancy/134434856
134452823,"Менеджер по развитию (BDM, Москва)",BDM,Айдеко,Москва,От 3 до 6 лет,"На месте работодателя, Удалённо",250000.0,,RUB,"b2b продажи, enterprise, информационная безопасность, переговоры, холодные продажи, цикл сделки","презентации, публичные выступления, развитие",,https://hh.ru/vacancy/134452823
133208587,Менеджер по продвижению серверного направления / BDM Enterprise,BDM,СИНТО,Ярославль,От 3 до 6 лет,"На месте работодателя, Удалённо, Гибрид",,,RUB,"enterprise, виртуализация, гибка, командировки, резервное копирование","взаимодействие, мотивация, развитие",,https://hh.ru/vacancy/133208587
134519206,Business development manager / BDM / Affiliate manager FX,BDM,Гамма,Москва,От 1 года до 3 лет,Удалённо,,,RUB,ведение переговоров,"нетворкинг, обратная связь, переговоры, презентации",,https://hh.ru/vacancy/134519206
134283673,Business Development manager / BDM,BDM,X4Apps,Москва,От 1 года до 3 лет,"Удалённо, Гибрид",,,RUB,"счета, ту","контроль, развитие",,https://hh.ru/vacancy/134283673
134146107,BDM/Менеджер по продажам,BDM,WebBee,Москва,От 1 года до 3 лет,Удалённо,,,RUB,"b2b продажи, госзакупки, заключение договоров, коммерческое предложение, мониторинг, отчётность, переговоры, тендеры","активность, нетворкинг, планирование, развитие, сервис",,https://hh.ru/vacancy/134146107
134158666,Руководитель по развитию продаж упаковки (BDM),BDM,Free Martlet HR Solutions,Москва,От 3 до 6 лет,"Удалённо, Гибрид",,,RUB,"b2b продажи, гибка, комплектация, упаковка",развитие,,https://hh.ru/vacancy/134158666
134265972,BDM / B2B Sales Manager (Kадровое IT-агентство),BDM,Integrum,Москва,От 1 года до 3 лет,"На месте работодателя, Удалённо, Гибрид",,,RUB,"b2b sales, business development, архив, зарплата, коммерческое предложение, мониторинг, развитие бизнеса, ту","гибкость, ориентация на результат, переговоры, презентации, развитие, самостоятельность, сервис",,https://hh.ru/vacancy/134265972
134001652,Business Development Manager/BDM (iGaming),BDM,Lenkep recruitment,Москва,От 3 до 6 лет,Удалённо,2000.0,,USD,"business development, unit-экономика, переговоры","взаимодействие, инициативность, контроль, принятие решений, развитие",,https://hh.ru/vacancy/134001652
134312012,Ведущий B2B-менеджер / BDM в IT-финтех продукт (без офиса),BDM,Технологии IL,Москва,От 3 до 6 лет,Удалённо,170000.0,400000.0,RUB,"saas, ту","развитие, сервис",telegram,https://hh.ru/vacancy/134312012
133965263,Менеджер по привлечению рекламодателей (Hunter / Sales / BDM) iGaming,BDM,CLICKLEAD,Москва,От 1 года до 3 лет,Удалённо,,,RUB,,"нетворкинг, переговоры",,https://hh.ru/vacancy/133965263
134605416,Менеджер по привлечению партнеров и клиентов (Web3),Прочее,B.ART,Москва,От 1 года до 3 лет,Удалённо,,,RUB,"b2b продажи, активные продажи, ведение переговоров, лидогенерация, мониторинг, переговоры, развитие бизнеса","взаимодействие, деловое общение, мотивация, развитие, убеждение","discord, telegram",https://hh.ru/vacancy/134605416
134478159,Senior/Lead Менеджер по развитию нового бизнеса / New Business Manager в digital-агентство,BDM,Convergent,Москва,От 3 до 6 лет,"Удалённо, Гибрид",,,RUB,"b2b продажи, ведение переговоров, воронка продаж, гибка, переговоры, презентации, работа с возражениями","клиентоориентированность, креативность, нетворкинг, ориентация на результат, развитие",,https://hh.ru/vacancy/134478159
134163664,Business Development Representative | Специалист по развитию бизнеса,BDM,Rubius,Москва,От 1 года до 3 лет,Удалённо,,,RUB,"ai/ml, business development, enterprise, lead generation, sql, активные продажи, воронка продаж, гибка, квалификация лидов, сертификация, ту","активность, внимательность, внимательность к деталям, деловая переписка, планирование, принятие решений, проактивность, развитие, самостоятельность","clay, linkedin sales navigator, sales navigator, snov.io",https://hh.ru/vacancy/134163664
134737576,Sales Manager B2B (входящие лиды) в IT компанию,Sales (общее),Selsup,Москва,От 1 года до 3 лет,Удалённо,70000.0,120000.0,RUB,"b2b продажи, spin, активные продажи, выявление потребностей, заключение договоров, кросс-продажи, работа с возражениями, развитие бизнеса, тёплые продажи, холодные продажи, цикл сделки","деловая переписка, наставничество, переговоры, презентации, развитие, телефонные переговоры, эмпатия","1с, amocrm, word",https://hh.ru/vacancy/134737576
134477948,Business Development Manager (High-Risk-Fintech),BDM,Lenkep recruitment,Москва,От 1 года до 3 лет,"Удалённо, Разъездной",1500.0,,USD,"business development, ту","активность, переговоры, развитие",,https://hh.ru/vacancy/134477948
133479750,Менеджер по работе с банками / КАМ (Банки WW),Прочее,Inwizo,Москва,От 3 до 6 лет,Удалённо,,,RUB,"go, валютный контроль, высшее образование, комплаенс, мониторинг, переговоры, работа с ключевыми клиентами","аналитическое мышление, взаимодействие, гибкость, деловое общение, контроль, ориентация на результат, работа в условиях неопределённости, развитие, самостоятельность",,https://hh.ru/vacancy/133479750
134120923,Business Development Manager,BDM,Фортуна Айти,Москва,От 1 года до 3 лет,Удалённо,,,RUB,"account management, b2b продажи, business development, upsell, гибка, мониторинг, сверки, ту","взаимодействие, коммуникабельность, контроль, ответственность",,https://hh.ru/vacancy/134120923
134539457,Менеджер по продажам (B2B входящие заявки) в IT компании,Sales (общее),Selsup,Москва,От 1 года до 3 лет,Удалённо,70000.0,120000.0,RUB,"b2b продажи, spin, активные продажи, выявление потребностей, заключение договоров, кросс-продажи, работа с возражениями, развитие бизнеса, тёплые продажи, холодные продажи, цикл сделки","деловая переписка, наставничество, переговоры, презентации, развитие, телефонные переговоры, эмпатия","1с, amocrm, word",https://hh.ru/vacancy/134539457
134385384,Менеджер по развитию бизнеса (ИТ/ИБ),BDM,UDV Group,Москва,От 3 до 6 лет,"Удалённо, Гибрид",,,RUB,"enterprise, информационная безопасность, коммерческое предложение, переговоры, план продаж, презентации, проведение переговоров, развитие бизнеса, цикл сделки","взаимодействие, обратная связь, ориентация на результат, развитие",,https://hh.ru/vacancy/134385384
134387237,"Sales Manager (B2B, входящие заявки) в IT компанию",Sales (общее),Selsup,Санкт-Петербург,От 1 года до 3 лет,Удалённо,70000.0,120000.0,RUB,"b2b продажи, spin, активные продажи, выявление потребностей, заключение договоров, кросс-продажи, работа с возражениями, развитие бизнеса, тёплые продажи, холодные продажи, цикл сделки","деловая переписка, наставничество, переговоры, презентации, развитие, телефонные переговоры, эмпатия","1с, amocrm, word",https://hh.ru/vacancy/134387237
134064267,APAC Business Development Manager,BDM,СТАРДАСТ,Москва,От 1 года до 3 лет,"Удалённо, Гибрид",,,RUB,"ведение переговоров, гибка, переговоры, развитие бизнеса","внимательность, внимательность к деталям, многозадачность, планирование, проактивность, развитие, руководство",,https://hh.ru/vacancy/134064267
134380749,Телеграм-продюсер / Менеджер по развитию партнерских программ,BDM,Da-zdrav,Ульяновск,От 1 года до 3 лет,Удалённо,40000.0,60000.0,RUB,"активные продажи, гибка, организация мероприятий, отчётность, переговоры, развитие бизнеса, ту, холодные продажи","деловая переписка, деловое общение, контроль, наставничество, организация, планирование, развитие, стратегическое мышление",telegram,https://hh.ru/vacancy/134380749
134202864,"Менеджер по продажам B2B, теплые заявки, IT-продукт",Sales (общее),Selsup,Москва,От 1 года до 3 лет,"На месте работодателя, Удалённо, Гибрид",70000.0,120000.0,RUB,"b2b продажи, spin, активные продажи, выявление потребностей, заключение договоров, кросс-продажи, работа с возражениями, развитие бизнеса, тёплые продажи, холодные продажи, цикл сделки","деловая переписка, наставничество, переговоры, презентации, развитие, телефонные переговоры, эмпатия","1с, amocrm, word",https://hh.ru/vacancy/134202864
133961864,Business Development Manager (белые вертикали),BDM,AdChampagne,Москва,От 1 года до 3 лет,"На месте работодателя, Удалённо, Гибрид",150000.0,500000.0,RUB,"b2b продажи, гибка, инвойс",,,https://hh.ru/vacancy/133961864
133961865,Business Development Manager (белые вертикали),BDM,AdChampagne,Санкт-Петербург,От 1 года до 3 лет,"На месте работодателя, Удалённо, Гибрид",150000.0,500000.0,RUB,"b2b продажи, гибка, инвойс",,,https://hh.ru/vacancy/133961865
134160592,Руководитель отдела продаж B2B IT / Head of Sales,Sales (общее),Технологии и бизнес,Санкт-Петербург,От 3 до 6 лет,Удалённо,170000.0,,RUB,"b2b продажи, enterprise, outbound, pipeline, saas, аудит, внутренний контроль, отчётность, переговоры, план продаж, работа с ключевыми клиентами, тендеры","контроль, обратная связь, организация, планирование, принятие решений, развитие, управление командой",1с,https://hh.ru/vacancy/134160592
134262382,Senior Marketing Manager,Прочее,Он Зэ Спот Девелопмент,Минск,От 3 до 6 лет,Удалённо,,,RUB,"claude, solid",,"chatgpt, figma",https://hh.ru/vacancy/134262382
134758360,Sales Manager / Business Development Manager,BDM,Ghostbusters,Тбилиси,От 1 года до 3 лет,Удалённо,120000.0,200000.0,RUB,"business development, enterprise, заключение договоров, коммерческое предложение, план продаж","мотивация, переговоры, презентации, развитие, руководство",,https://hh.ru/vacancy/134758360
134858940,Менеджер по работе с клиентами,Прочее,МедОб,Санкт-Петербург,От 1 года до 3 лет,Удалённо,120000.0,280000.0,RUB,"b2b продажи, b2c продажи, spin, активные продажи, воронка продаж, выполнение плана, выявление потребностей, коммерческое предложение, мониторинг, план продаж, прогнозирование продаж, работа с возражениями, работа с ключевыми клиентами, ту, тёплые продажи","грамотная речь, деловая переписка, мотивация, ответственность, переговоры, планирование, системное мышление, телефонные переговоры","excel, битрикс24",https://hh.ru/vacancy/134858940
134531075,Начинающий менеджер по продажам,Sales (общее),Точка Банк,Казань,Нет опыта,"На месте работодателя, Удалённо, Гибрид",90000.0,,RUB,"активные продажи, акты, больничные, зарплата, корпоративы, переговоры, счета, ту, холодные звонки","обратная связь, развитие, сервис",,https://hh.ru/vacancy/134531075
134531071,Начинающий менеджер по продажам,Sales (общее),Точка Банк,Волгоград,Нет опыта,"На месте работодателя, Удалённо, Гибрид",90000.0,,RUB,"активные продажи, акты, больничные, зарплата, корпоративы, переговоры, счета, ту, холодные звонки","обратная связь, развитие, сервис",,https://hh.ru/vacancy/134531071
134850961,Менеджер по продажам,Sales (общее),СП Minzifa travel (UNIQUE TRAVEL),Бухара,Нет опыта,"Удалённо, Гибрид",3500000.0,10000000.0,UZS,"активные продажи, заключение договоров, сопровождение клиентов","обучаемость, ответственность, переговоры, планирование, телефонные переговоры, энергичность","telegram, whatsapp",https://hh.ru/vacancy/134850961
134164579,Менеджер (продажи),Sales (общее),Тренд Недвижимость,Санкт-Петербург,Нет опыта,"На месте работодателя, Удалённо, Гибрид, Разъездной",290000.0,700000.0,RUB,"документооборот, заключение договоров, мониторинг, организация встреч, проведение переговоров","деловая переписка, деловое общение, клиентоориентированность, организация, ориентация на результат, переговоры, планирование, работа с клиентами, телефонные переговоры",,https://hh.ru/vacancy/134164579
134824377,Менеджер по продажам,Sales (общее),Skyeng,Москва,От 1 года до 3 лет,Удалённо,160000.0,300000.0,RUB,"b2c продажи, spin, активные продажи, анализ воронки, воронка продаж, выявление потребностей, заключение договоров, кросс-продажи, работа с возражениями, счета, тёплые продажи","грамотная речь, деловая переписка, деловое общение, ответственность, переговоры, планирование, развитие, телефонные переговоры",amocrm,https://hh.ru/vacancy/134824377
134802260,Менеджер продаж,Sales (общее),Skyeng,Москва,От 1 года до 3 лет,Удалённо,80000.0,150000.0,RUB,"b2c продажи, презентации, работа с возражениями, тёплые продажи","взаимодействие, грамотная речь, ответственность, профессиональный рост, развитие",,https://hh.ru/vacancy/134802260
134841096,Менеджер по продажам (удаленно),Sales (общее),Таргенетика,Алматы,От 1 года до 3 лет,Удалённо,75000.0,110000.0,RUB,"b2b продажи, активные продажи, выявление потребностей, малый и средний бизнес, работа с возражениями, ту, тёплые продажи, холодные звонки, холодные продажи","деловая переписка, деловое общение, нацеленность на результат, переговоры, сервис, телефонные переговоры",,https://hh.ru/vacancy/134841096
133807631,Менеджер по продажам кредитных продуктов,Sales (общее),Т-Банк,Волгоград,От 1 года до 3 лет,Удалённо,68000.0,,RUB,b2b продажи,"взаимодействие, сервис",,https://hh.ru/vacancy/133807631
133807895,Менеджер по продажам кредитных продуктов,Sales (общее),Т-Банк,Воронеж,От 1 года до 3 лет,Удалённо,73000.0,,RUB,b2b продажи,"взаимодействие, сервис",,https://hh.ru/vacancy/133807895
133808164,Менеджер по продажам кредитных продуктов,Sales (общее),Т-Банк,Казань,От 1 года до 3 лет,Удалённо,78000.0,,RUB,b2b продажи,"взаимодействие, сервис",,https://hh.ru/vacancy/133808164
134841099,Менеджер по продажам рекламы (Теплый трафик),Sales (общее),Таргенетика,Минск,От 1 года до 3 лет,Удалённо,85000.0,125000.0,RUB,"b2b продажи, активные продажи, ведение переговоров, малый и средний бизнес, работа с возражениями, ту, тёплые продажи","переговоры, телефонные переговоры","amocrm, zoom",https://hh.ru/vacancy/134841099
134847042,Менеджер по продажам IT-продукта (home-office),Sales (общее),VICTORY group,Москва,От 1 года до 3 лет,Удалённо,120000.0,200000.0,RUB,"b2b продажи, активные продажи, заключение договоров, план продаж, презентации, презентация продукта, работа с возражениями","деловое общение, инициативность, многозадачность, нацеленность на результат, ответственность, переговоры, развитие, телефонные переговоры",,https://hh.ru/vacancy/134847042
134834307,Менеджер по продажам В2В,Sales (общее),Элби Индастриал трейдинг (LB INDUSTRIAL TRADING),Минск,От 1 года до 3 лет,Удалённо,600.0,1500.0,USD,"b2b продажи, ведение переговоров, коммерческое предложение, средний чек, тёплые продажи","ответственность, переговоры, презентации, развитие, самостоятельность",,https://hh.ru/vacancy/134834307
134367267,Менеджер по продажам в онлайн-школу,Sales (общее),Skyeng,Москва,От 1 года до 3 лет,Удалённо,80000.0,150000.0,RUB,"b2c продажи, активные продажи, работа с возражениями, тёплые продажи","взаимодействие, деловая переписка, деловое общение, клиентоориентированность, ориентация на результат, переговоры, профессиональный рост, развитие, телефонные переговоры",,https://hh.ru/vacancy/134367267
128591433,Менеджер по продажам,Sales (общее),Ростелеком,Санкт-Петербург,Нет опыта,"На месте работодателя, Удалённо, Гибрид",,100000.0,RUB,гибка,грамотная речь,,https://hh.ru/vacancy/128591433
134757433,Менеджер по продажам,Sales (общее),Таргенетика,Минск,От 1 года до 3 лет,Удалённо,75000.0,110000.0,RUB,"b2b продажи, активные продажи, выявление потребностей, малый и средний бизнес, работа с возражениями, ту, тёплые продажи, холодные звонки, холодные продажи","деловая переписка, деловое общение, нацеленность на результат, переговоры, сервис, телефонные переговоры",,https://hh.ru/vacancy/134757433
133265997,Менеджер по продажам на вводный урок (теплая база),Sales (общее),Онлайн-школа Тетрика,Москва,От 1 года до 3 лет,Удалённо,200000.0,300000.0,RUB,"активные продажи, отчётность","настойчивость, организация, презентации, развитие",,https://hh.ru/vacancy/133265997
134800185,Менеджер по продажам (горячие лиды),Sales (общее),Онлайн-школа Тетрика,Санкт-Петербург,От 1 года до 3 лет,Удалённо,150000.0,,RUB,"python, цикл сделки",профессиональный рост,,https://hh.ru/vacancy/134800185
134008198,Менеджер по продажам образовательных услуг,Sales (общее),Онлайн-школа Тетрика,Москва,От 1 года до 3 лет,Удалённо,60000.0,100000.0,RUB,"егэ, огэ",профессиональный рост,,https://hh.ru/vacancy/134008198
133191800,Менеджер по продажам (горячие лиды),Sales (общее),Онлайн-школа Тетрика,Екатеринбург,От 1 года до 3 лет,Удалённо,150000.0,,RUB,"python, цикл сделки",профессиональный рост,,https://hh.ru/vacancy/133191800
133191802,Менеджер по продажам (горячие лиды),Sales (общее),Онлайн-школа Тетрика,Ростов-на-Дону,От 1 года до 3 лет,Удалённо,150000.0,,RUB,"python, цикл сделки",профессиональный рост,,https://hh.ru/vacancy/133191802
134089201,Менеджер по продажам образовательных услуг,Sales (общее),Онлайн-школа Тетрика,Нижний Новгород,От 1 года до 3 лет,Удалённо,60000.0,100000.0,RUB,"егэ, огэ",профессиональный рост,,https://hh.ru/vacancy/134089201
134793002,Менеджер по продажам дополнительных продуктов,Sales (общее),Skyeng,Санкт-Петербург,От 1 года до 3 лет,Удалённо,80000.0,120000.0,RUB,"b2c продажи, выявление потребностей, презентации, работа с возражениями, тёплые продажи","грамотная речь, ответственность, профессиональный рост, развитие",,https://hh.ru/vacancy/134793002
134793661,Оператор call-центра/Менеджер по продаже БАД,Sales (общее),Mevizo,Минск,От 1 года до 3 лет,Удалённо,120000.0,,RUB,план продаж,"нацеленность на результат, ответственность, самостоятельность",,https://hh.ru/vacancy/134793661
134693967,Менеджер по продажам,Sales (общее),VERTEX MARKETING,Астана,Нет опыта,Удалённо,290000.0,550000.0,KZT,"ведение переговоров, переговоры",,,https://hh.ru/vacancy/134693967
134796037,Менеджер по продажам и работе с клиентами (Удаленно),Sales (общее),Вип-системы,Самара,От 1 года до 3 лет,Удалённо,100000.0,180000.0,RUB,"b2b продажи, активные продажи, счета, ту","деловое общение, ответственность, переговоры, презентации, работа с клиентами, сервис, телефонные переговоры",,https://hh.ru/vacancy/134796037
134745488,Менеджер по продажам курсов английского,Sales (общее),Skyeng,Москва,Нет опыта,Удалённо,70000.0,190000.0,RUB,"b2c продажи, spin, активные продажи, выявление потребностей, дистанционное обучение, кросс-продажи, работа с возражениями, тёплые продажи","деловое общение, клиентоориентированность, коммуникабельность, ответственность, презентации, профессиональный рост, работа с клиентами",,https://hh.ru/vacancy/134745488
133779330,Менеджер по продажам (теплые лиды),Sales (общее),Онлайн-школа Тетрика,Санкт-Петербург,От 1 года до 3 лет,Удалённо,,160000.0,RUB,"активные продажи, отчётность, ту",,,https://hh.ru/vacancy/133779330
134484278,Менеджер по продажам образовательных услуг,Sales (общее),Онлайн-школа Тетрика,Ростов-на-Дону,От 1 года до 3 лет,Удалённо,60000.0,100000.0,RUB,"егэ, огэ",профессиональный рост,,https://hh.ru/vacancy/134484278
134237990,Менеджер по продажам образовательных услуг,Sales (общее),Онлайн-школа Тетрика,Пермь,От 1 года до 3 лет,Удалённо,60000.0,100000.0,RUB,"егэ, огэ",профессиональный рост,,https://hh.ru/vacancy/134237990
134237989,Менеджер по продажам образовательных услуг,Sales (общее),Онлайн-школа Тетрика,Санкт-Петербург,От 1 года до 3 лет,Удалённо,60000.0,100000.0,RUB,"егэ, огэ",профессиональный рост,,https://hh.ru/vacancy/134237989
133447564,Менеджер по продажам в IT,Sales (общее),Skyeng,Санкт-Петербург,От 1 года до 3 лет,Удалённо,160000.0,300000.0,RUB,"b2c продажи, spin, активные продажи, анализ воронки, воронка продаж, выявление потребностей, заключение договоров, кросс-продажи, отчётность, тёплые продажи","грамотная речь, деловая переписка, деловое общение, переговоры, планирование, развитие, телефонные переговоры, честность",amocrm,https://hh.ru/vacancy/133447564
133447780,Менеджер по продажам в IT,Sales (общее),Skyeng,Москва,От 1 года до 3 лет,Удалённо,160000.0,300000.0,RUB,"b2c продажи, spin, активные продажи, анализ воронки, воронка продаж, выявление потребностей, заключение договоров, кросс-продажи, отчётность, тёплые продажи","грамотная речь, деловая переписка, деловое общение, переговоры, планирование, развитие, телефонные переговоры, честность",amocrm,https://hh.ru/vacancy/133447780
134786650,Менеджер по продажам в онлайн-школу китайского языка,Sales (общее),Онлайн школа китайского языка (ИП Арасланова Анна Павловна),Москва,От 1 года до 3 лет,Удалённо,70000.0,120000.0,RUB,"b2c продажи, активные продажи, план продаж, работа с возражениями","грамотная речь, деловое общение, клиентоориентированность, мотивация, переговоры, развитие, телефонные переговоры",,https://hh.ru/vacancy/134786650
134360535,Специалист по продажам в отдел телемаркетинга,Sales (общее),Группа компаний Орион,Пенза,Нет опыта,"На месте работодателя, Удалённо, Гибрид",45000.0,65000.0,RUB,"b2c продажи, активные продажи, больничные, гибка, отпускные, ту","грамотная речь, коммуникабельность, переговоры, работа с клиентами, телефонные переговоры",,https://hh.ru/vacancy/134360535
134669091,Менеджер по продажам,Sales (общее),SMS Traffic,Ташкент,От 1 года до 3 лет,Удалённо,780.0,,USD,"b2b продажи, активные продажи, выполнение плана, выявление потребностей, заключение договоров, план продаж, презентации, проведение переговоров, холодные продажи","переговоры, профессиональный рост, телефонные переговоры",,https://hh.ru/vacancy/134669091
134755395,Менеджер по продажам (Образование в Китае),Sales (общее),TurkAlem,Алматы,От 3 до 6 лет,"На месте работодателя, Удалённо",600000.0,1000000.0,KZT,"ai-ассистенты, активные продажи, план продаж, счета","наставничество, переговоры, профессиональный рост, телефонные переговоры",amocrm,https://hh.ru/vacancy/134755395
133961214,Менеджер по продажам,Sales (общее),Skyeng,Санкт-Петербург,От 1 года до 3 лет,Удалённо,160000.0,300000.0,RUB,"b2c продажи, spin, активные продажи, анализ воронки, воронка продаж, выявление потребностей, заключение договоров, кросс-продажи, работа с возражениями, счета, тёплые продажи","грамотная речь, деловая переписка, деловое общение, ответственность, переговоры, планирование, развитие, телефонные переговоры",amocrm,https://hh.ru/vacancy/133961214
134531068,Начинающий менеджер по продажам,Sales (общее),Точка Банк,Нижний Тагил,Нет опыта,Удалённо,120000.0,,RUB,"активные продажи, акты, больничные, зарплата, корпоративы, переговоры, счета, ту, холодные звонки","обратная связь, развитие, сервис",,https://hh.ru/vacancy/134531068
134531069,Начинающий менеджер по продажам,Sales (общее),Точка Банк,Уфа,Нет опыта,"На месте работодателя, Удалённо, Гибрид",90000.0,,RUB,"активные продажи, акты, больничные, зарплата, корпоративы, переговоры, счета, ту, холодные звонки","обратная связь, развитие, сервис",,https://hh.ru/vacancy/134531069
134531070,Начинающий менеджер по продажам,Sales (общее),Точка Банк,Самара,Нет опыта,"На месте работодателя, Удалённо, Гибрид",90000.0,,RUB,"активные продажи, акты, больничные, зарплата, корпоративы, переговоры, счета, ту, холодные звонки","обратная связь, развитие, сервис",,https://hh.ru/vacancy/134531070
134746210,Менеджер по продажам на вводном уроке,Sales (общее),Skyeng,Москва,Нет опыта,Удалённо,70000.0,150000.0,RUB,"b2c продажи, ведение переговоров, выявление потребностей, дистанционное обучение, работа с возражениями, тёплые продажи","грамотная речь, клиентоориентированность, коммуникабельность, переговоры, презентации, работа с клиентами, развитие, телефонные переговоры, честность",,https://hh.ru/vacancy/134746210
133768029,Менеджер по продажам корпоративным клиентам,Sales (общее),Точка Банк,Набережные Челны,От 1 года до 3 лет,"Удалённо, Гибрид",100000.0,,RUB,"активные продажи, акты, больничные, выполнение плана, гибка, зарплата, план продаж, счета","контроль, обратная связь, развитие, сервис",,https://hh.ru/vacancy/133768029
