vacancy_id,vacancy_name,published_at,applied_at,all_skills,hard_skills,soft_skills,tools,skill_count,hard_skill_count,soft_skill_count,tools_count,salary_from,salary_to,salary_currency,salary_gross,employer_name,employer_id,employer_url,vacancy_url,experience,employment,schedule,area
134717434,Менеджер по продажам продуктов для бизнеса,2026-07-01T11:31:49.998+03:00,2026-07-01T11:31:49.998+03:00,"b2b продажи, активные продажи, акты, выполнение плана, коммерческое предложение, контроль, обратная связь, переговоры, развитие, сервис, телефонные переговоры, холодные продажи","b2b продажи, активные продажи, акты, выполнение плана, коммерческое предложение, холодные продажи","контроль, обратная связь, переговоры, развитие, сервис, телефонные переговоры",,12,6,6,0,100000.0,,RUB,True,Точка Банк,2324020.0,,https://hh.ru/vacancy/134717434,От 1 года до 3 лет,Полная занятость,"Удалённо, Гибрид",Сочи
133777873,Менеджер отдела продаж В2В,2026-07-02T15:05:48.381+03:00,2026-07-02T15:05:48.381+03:00,"b2b продажи, активные продажи, заключение договоров, корпоративы, малый и средний бизнес, организация, переговоры, план продаж, презентации, развитие, сервис, средний чек, телефонные переговоры, холодные звонки, холодные продажи","b2b продажи, активные продажи, заключение договоров, корпоративы, малый и средний бизнес, план продаж, презентации, средний чек, холодные звонки, холодные продажи","организация, переговоры, развитие, сервис, телефонные переговоры",,15,10,5,0,120000.0,,RUB,False,Zoon.ru,1310515.0,,https://hh.ru/vacancy/133777873,От 1 года до 3 лет,Полная занятость,Удалённо,Воронеж
133522602,Менеджер по продажам продуктов для бизнеса,2026-06-30T18:59:48.053+03:00,2026-06-30T18:59:48.053+03:00,"b2b продажи, активные продажи, акты, выполнение плана, коммерческое предложение, контроль, обратная связь, переговоры, развитие, сервис, телефонные переговоры, холодные продажи","b2b продажи, активные продажи, акты, выполнение плана, коммерческое предложение, холодные продажи","контроль, обратная связь, переговоры, развитие, сервис, телефонные переговоры",,12,6,6,0,100000.0,,RUB,True,Точка Банк,2324020.0,,https://hh.ru/vacancy/133522602,От 1 года до 3 лет,Полная занятость,"На месте работодателя, Удалённо",Химки (Московская область)
134717381,Менеджер по продажам продуктов для бизнеса,2026-07-01T11:31:26.937+03:00,2026-07-01T11:31:26.937+03:00,"b2b продажи, активные продажи, акты, выполнение плана, коммерческое предложение, контроль, обратная связь, переговоры, развитие, сервис, телефонные переговоры, холодные продажи","b2b продажи, активные продажи, акты, выполнение плана, коммерческое предложение, холодные продажи","контроль, обратная связь, переговоры, развитие, сервис, телефонные переговоры",,12,6,6,0,100000.0,,RUB,True,Точка Банк,2324020.0,,https://hh.ru/vacancy/134717381,От 1 года до 3 лет,Полная занятость,"Удалённо, Гибрид",Челябинск
134521045,Старший менеджер по продажам (B2B в IT компанию),2026-07-01T11:18:13.136+03:00,2026-07-01T11:18:13.136+03:00,"b2b продажи, активные продажи, заключение договоров, корпоративы, малый и средний бизнес, организация, переговоры, план продаж, презентации, развитие, сервис, средний чек, телефонные переговоры, холодные продажи","b2b продажи, активные продажи, заключение договоров, корпоративы, малый и средний бизнес, план продаж, презентации, средний чек, холодные продажи","организация, переговоры, развитие, сервис, телефонные переговоры",,14,9,5,0,120000.0,,RUB,False,Zoon.ru,1310515.0,,https://hh.ru/vacancy/134521045,От 1 года до 3 лет,Полная занятость,Удалённо,Волгоград
134584126,Менеджер по продажам корпоративным клиентам,2026-06-30T13:51:38.553+03:00,2026-06-30T13:51:38.553+03:00,"активные продажи, акты, выполнение плана, контроль, обратная связь, план продаж, развитие, сервис","активные продажи, акты, выполнение плана, план продаж","контроль, обратная связь, развитие, сервис",,8,4,4,0,100000.0,,RUB,True,Точка Банк,2324020.0,,https://hh.ru/vacancy/134584126,От 1 года до 3 лет,Полная занятость,"Удалённо, Гибрид",Краснодар
134822379,Руководитель отдела продаж (SEO продвижение),2026-07-03T10:36:46.082+03:00,2026-07-03T10:36:46.082+03:00,"аналитическое мышление, взаимодействие, контроль, контроль качества, развитие, управление командой",контроль качества,"аналитическое мышление, взаимодействие, контроль, развитие, управление командой",,6,1,5,0,150000.0,300000.0,RUB,False,Эра Продвижения,12496815.0,,https://hh.ru/vacancy/134822379,От 1 года до 3 лет,Полная занятость,Удалённо,Минск
133522691,Менеджер по продажам продуктов для бизнеса,2026-06-30T18:58:00.300+03:00,2026-06-30T18:58:00.300+03:00,"b2b продажи, активные продажи, акты, выполнение плана, коммерческое предложение, контроль, обратная связь, переговоры, развитие, сервис, телефонные переговоры, холодные продажи","b2b продажи, активные продажи, акты, выполнение плана, коммерческое предложение, холодные продажи","контроль, обратная связь, переговоры, развитие, сервис, телефонные переговоры",,12,6,6,0,100000.0,,RUB,True,Точка Банк,2324020.0,,https://hh.ru/vacancy/133522691,От 1 года до 3 лет,Полная занятость,"На месте работодателя, Удалённо",Подольск (Московская область)
134717538,Менеджер по продажам продуктов для бизнеса,2026-07-01T11:30:54.364+03:00,2026-07-01T11:30:54.364+03:00,"b2b продажи, активные продажи, акты, выполнение плана, коммерческое предложение, контроль, обратная связь, переговоры, развитие, сервис, телефонные переговоры, холодные продажи","b2b продажи, активные продажи, акты, выполнение плана, коммерческое предложение, холодные продажи","контроль, обратная связь, переговоры, развитие, сервис, телефонные переговоры",,12,6,6,0,100000.0,,RUB,True,Точка Банк,2324020.0,,https://hh.ru/vacancy/134717538,От 1 года до 3 лет,Полная занятость,"Удалённо, Гибрид",Уфа
133522353,Менеджер по продажам продуктов для бизнеса,2026-06-30T18:59:09.915+03:00,2026-06-30T18:59:09.915+03:00,"b2b продажи, активные продажи, акты, выполнение плана, коммерческое предложение, контроль, обратная связь, переговоры, развитие, сервис, телефонные переговоры, холодные продажи","b2b продажи, активные продажи, акты, выполнение плана, коммерческое предложение, холодные продажи","контроль, обратная связь, переговоры, развитие, сервис, телефонные переговоры",,12,6,6,0,100000.0,,RUB,True,Точка Банк,2324020.0,,https://hh.ru/vacancy/133522353,От 1 года до 3 лет,Полная занятость,Удалённо,Балашиха (Московская область)
134584125,Менеджер по продажам корпоративным клиентам,2026-06-30T13:52:33.198+03:00,2026-06-30T13:52:33.198+03:00,"активные продажи, акты, выполнение плана, контроль, обратная связь, план продаж, развитие, сервис","активные продажи, акты, выполнение плана, план продаж","контроль, обратная связь, развитие, сервис",,8,4,4,0,100000.0,,RUB,True,Точка Банк,2324020.0,,https://hh.ru/vacancy/134584125,От 1 года до 3 лет,Полная занятость,Удалённо,Нижний Новгород
133522192,Менеджер по продажам продуктов для бизнеса,2026-06-30T18:59:27.597+03:00,2026-06-30T18:59:27.597+03:00,"b2b продажи, активные продажи, акты, выполнение плана, коммерческое предложение, контроль, обратная связь, переговоры, развитие, сервис, телефонные переговоры, холодные продажи","b2b продажи, активные продажи, акты, выполнение плана, коммерческое предложение, холодные продажи","контроль, обратная связь, переговоры, развитие, сервис, телефонные переговоры",,12,6,6,0,100000.0,,RUB,True,Точка Банк,2324020.0,,https://hh.ru/vacancy/133522192,От 1 года до 3 лет,Полная занятость,Удалённо,Королев (Московская область)
134331252,Менеджер по привлечению и развитию партнеров (POS-кредитование/BNPL),2026-07-03T20:41:40.690+03:00,2026-07-03T20:41:40.690+03:00,"ms office, коммерческое предложение, организация, переговоры, план продаж, презентации, тёплые звонки","коммерческое предложение, план продаж, тёплые звонки","организация, переговоры, презентации",ms office,7,3,3,1,,,RUB,False,Т-Банк,78638.0,,https://hh.ru/vacancy/134331252,От 1 года до 3 лет,Полная занятость,"Удалённо, Разъездной",Хабаровск
134041548,Менеджер по продажам сервиса онлайн-бухгалтерии,2026-06-30T13:54:35.992+03:00,2026-06-30T13:54:35.992+03:00,"1с, акты, выполнение плана, контроль, обратная связь, развитие, сервис","акты, выполнение плана","контроль, обратная связь, развитие, сервис",1с,7,2,4,1,150000.0,,RUB,True,Точка Банк,2324020.0,,https://hh.ru/vacancy/134041548,От 1 года до 3 лет,Полная занятость,"На месте работодателя, Удалённо, Гибрид",Екатеринбург
134246362,Менеджер по работе с B2B‑клиентами (Авто.ру),2026-07-03T20:48:36.596+03:00,2026-07-03T20:48:36.596+03:00,развитие,,развитие,,1,0,1,0,70000.0,,RUB,True,Т-Банк,78638.0,,https://hh.ru/vacancy/134246362,От 1 года до 3 лет,Полная занятость,Удалённо,Самара
134087521,Менеджер по привлечению и развитию партнеров (POS-кредитование/BNPL),2026-07-03T20:42:05.990+03:00,2026-07-03T20:42:05.990+03:00,"ms office, коммерческое предложение, организация, переговоры, план продаж, презентации, тёплые звонки","коммерческое предложение, план продаж, тёплые звонки","организация, переговоры, презентации",ms office,7,3,3,1,,,RUB,False,Т-Банк,78638.0,,https://hh.ru/vacancy/134087521,От 1 года до 3 лет,Полная занятость,"Удалённо, Разъездной",Нижневартовск
134087564,Менеджер по привлечению и развитию партнеров (POS-кредитование/BNPL),2026-07-03T20:41:51.138+03:00,2026-07-03T20:41:51.138+03:00,"ms office, коммерческое предложение, организация, переговоры, план продаж, презентации, тёплые звонки","коммерческое предложение, план продаж, тёплые звонки","организация, переговоры, презентации",ms office,7,3,3,1,,,RUB,False,Т-Банк,78638.0,,https://hh.ru/vacancy/134087564,От 1 года до 3 лет,Полная занятость,"Удалённо, Разъездной",Сургут
134246361,Менеджер по работе с B2B‑клиентами (Авто.ру),2026-07-03T20:48:46.926+03:00,2026-07-03T20:48:46.926+03:00,развитие,,развитие,,1,0,1,0,70000.0,,RUB,True,Т-Банк,78638.0,,https://hh.ru/vacancy/134246361,От 1 года до 3 лет,Полная занятость,Удалённо,Ростов-на-Дону
133857768,Старший менеджер по продажам digital-услуг (B2B),2026-06-30T14:40:55.661+03:00,2026-06-30T14:40:55.661+03:00,"b2b продажи, b2c продажи, активные продажи, воронка продаж, заключение договоров, корпоративы, малый и средний бизнес, организация, переговоры, план продаж, презентации, развитие, сервис, средний чек, телефонные переговоры, холодные звонки, холодные продажи","b2b продажи, b2c продажи, активные продажи, воронка продаж, заключение договоров, корпоративы, малый и средний бизнес, план продаж, презентации, средний чек, холодные звонки, холодные продажи","организация, переговоры, развитие, сервис, телефонные переговоры",,17,12,5,0,130000.0,,RUB,False,Zoon.ru,1310515.0,,https://hh.ru/vacancy/133857768,От 1 года до 3 лет,Полная занятость,Удалённо,Ростов-на-Дону
134166281,Агент по недвижимости,2026-06-29T10:04:44.365+03:00,2026-06-29T10:04:44.365+03:00,"деловая переписка, деловое общение, мониторинг, ориентация на результат, переговоры, планирование, проведение переговоров, работа с клиентами, телефонные переговоры","мониторинг, проведение переговоров","деловая переписка, деловое общение, ориентация на результат, переговоры, планирование, работа с клиентами, телефонные переговоры",,9,2,7,0,290000.0,700000.0,RUB,True,Тренд Недвижимость,4258986.0,,https://hh.ru/vacancy/134166281,Нет опыта,Полная занятость,"На месте работодателя, Удалённо, Гибрид, Разъездной",Санкт-Петербург
131371308,Менеджер дистанционных продаж малому бизнесу,2026-06-28T23:25:16.808+03:00,2026-06-28T23:25:16.808+03:00,"активные продажи, переговоры, развитие, холодные звонки","активные продажи, холодные звонки","переговоры, развитие",,4,2,2,0,,,RUB,False,Т-Банк,78638.0,,https://hh.ru/vacancy/131371308,От 1 года до 3 лет,Полная занятость,Удалённо,Санкт-Петербург
133483688,Менеджер по продажам на вводный урок (теплая база),2026-06-30T12:11:32.476+03:00,2026-06-30T12:11:32.476+03:00,"активные продажи, настойчивость, организация, отчётность, презентации, развитие","активные продажи, отчётность","настойчивость, организация, презентации, развитие",,6,2,4,0,200000.0,300000.0,RUB,False,Онлайн-школа Тетрика,3731347.0,,https://hh.ru/vacancy/133483688,От 1 года до 3 лет,Полная занятость,Удалённо,Санкт-Петербург
134758495,Менеджер по продажам на вводный урок (теплая база),2026-07-01T15:34:35.829+03:00,2026-07-01T15:34:35.829+03:00,"активные продажи, настойчивость, организация, отчётность, презентации, развитие","активные продажи, отчётность","настойчивость, организация, презентации, развитие",,6,2,4,0,140000.0,,RUB,False,Онлайн-школа Тетрика,3731347.0,,https://hh.ru/vacancy/134758495,От 1 года до 3 лет,Полная занятость,Удалённо,Пермь
132680897,Менеджер по продажам на вводный урок (теплая база),2026-07-01T15:33:18.749+03:00,2026-07-01T15:33:18.749+03:00,"активные продажи, настойчивость, организация, отчётность, презентации, развитие","активные продажи, отчётность","настойчивость, организация, презентации, развитие",,6,2,4,0,140000.0,,RUB,False,Онлайн-школа Тетрика,3731347.0,,https://hh.ru/vacancy/132680897,От 1 года до 3 лет,Полная занятость,Удалённо,Краснодар
134758496,Менеджер по продажам на вводный урок (теплая база),2026-07-01T15:34:35.829+03:00,2026-07-01T15:34:35.829+03:00,"активные продажи, настойчивость, организация, отчётность, презентации, развитие","активные продажи, отчётность","настойчивость, организация, презентации, развитие",,6,2,4,0,140000.0,,RUB,False,Онлайн-школа Тетрика,3731347.0,,https://hh.ru/vacancy/134758496,От 1 года до 3 лет,Полная занятость,Удалённо,Самара
133483689,Менеджер по продажам на вводный урок (теплая база),2026-07-01T11:26:36.400+03:00,2026-07-01T11:26:36.400+03:00,"активные продажи, настойчивость, организация, отчётность, презентации, развитие","активные продажи, отчётность","настойчивость, организация, презентации, развитие",,6,2,4,0,140000.0,,RUB,False,Онлайн-школа Тетрика,3731347.0,,https://hh.ru/vacancy/133483689,От 1 года до 3 лет,Полная занятость,Удалённо,Казань
132680935,Менеджер по продажам на вводный урок (теплая база),2026-07-01T15:32:07.388+03:00,2026-07-01T15:32:07.388+03:00,"активные продажи, настойчивость, организация, отчётность, презентации, развитие","активные продажи, отчётность","настойчивость, организация, презентации, развитие",,6,2,4,0,140000.0,,RUB,False,Онлайн-школа Тетрика,3731347.0,,https://hh.ru/vacancy/132680935,От 1 года до 3 лет,Полная занятость,Удалённо,Челябинск
134107891,Менеджер по продажам B2B,2026-06-29T11:52:34.749+03:00,2026-06-29T11:52:34.749+03:00,"upsell, аналитическое мышление, выполнение плана, выявление потребностей, заключение договоров, коммерческое предложение, контроль, малый и средний бизнес, нацеленность на результат, отчётность, переговоры, полный цикл продаж, презентации, профессиональный рост, развитие, самостоятельность, телефонные переговоры, холодные звонки, холодные продажи","upsell, выполнение плана, выявление потребностей, заключение договоров, коммерческое предложение, малый и средний бизнес, отчётность, полный цикл продаж, холодные звонки, холодные продажи","аналитическое мышление, контроль, нацеленность на результат, переговоры, презентации, профессиональный рост, развитие, самостоятельность, телефонные переговоры",,19,10,9,0,7200000.0,16800000.0,UZS,False,HeadHunter,1455.0,,https://hh.ru/vacancy/134107891,От 1 года до 3 лет,Полная занятость,"На месте работодателя, Удалённо, Гибрид",Ташкент
133780231,Менеджер по продажам на вводный урок (теплая база),2026-06-30T12:14:44.288+03:00,2026-06-30T12:14:44.288+03:00,"активные продажи, настойчивость, организация, отчётность, презентации, развитие","активные продажи, отчётность","настойчивость, организация, презентации, развитие",,6,2,4,0,140000.0,,RUB,False,Онлайн-школа Тетрика,3731347.0,,https://hh.ru/vacancy/133780231,От 1 года до 3 лет,Полная занятость,Удалённо,Нижний Новгород
132680994,Менеджер по продажам на вводный урок (теплая база),2026-06-30T12:14:37.528+03:00,2026-06-30T12:14:37.528+03:00,"активные продажи, настойчивость, организация, отчётность, презентации, развитие","активные продажи, отчётность","настойчивость, организация, презентации, развитие",,6,2,4,0,140000.0,,RUB,False,Онлайн-школа Тетрика,3731347.0,,https://hh.ru/vacancy/132680994,От 1 года до 3 лет,Полная занятость,Удалённо,Екатеринбург
133955787,"Менеджер по продажам\BDM (мобильный маркетинг, СНГ)",2026-07-05T10:47:04.855+03:00,2026-07-05T10:47:04.855+03:00,"b2b продажи, воронка продаж, коммерческое предложение, организация, ориентация на результат, переговоры, презентации, проведение переговоров, развитие, развитие бизнеса, сопровождение клиентов","b2b продажи, воронка продаж, коммерческое предложение, переговоры, презентации, проведение переговоров, развитие бизнеса, сопровождение клиентов","организация, ориентация на результат, развитие",,11,8,3,0,,,RUB,False,WEON,5172473.0,,https://hh.ru/vacancy/133955787,От 1 года до 3 лет,Полная занятость,Удалённо,Алматы
133955788,"Менеджер по продажам\BDM (мобильный маркетинг, СНГ)",2026-07-05T10:47:04.855+03:00,2026-07-05T10:47:04.855+03:00,"b2b продажи, воронка продаж, коммерческое предложение, организация, ориентация на результат, переговоры, презентации, проведение переговоров, развитие, развитие бизнеса, сопровождение клиентов","b2b продажи, воронка продаж, коммерческое предложение, переговоры, презентации, проведение переговоров, развитие бизнеса, сопровождение клиентов","организация, ориентация на результат, развитие",,11,8,3,0,,,RUB,False,WEON,5172473.0,,https://hh.ru/vacancy/133955788,От 1 года до 3 лет,Полная занятость,Удалённо,Ташкент
134584040,New Business Manager / Senior BDM (агентский опыт),2026-07-04T17:14:18.857+03:00,2026-07-04T17:14:18.857+03:00,"b2b продажи, bitrix24, telegram, активные продажи, анализ воронки, ведение переговоров, воронка продаж, выполнение плана, коммерческое предложение, корпоративы, лидогенерация, переговоры, план продаж, планирование, презентации, принятие решений, работа с возражениями, работа с ключевыми клиентами, развитие, развитие бизнеса, тендеры","b2b продажи, активные продажи, анализ воронки, ведение переговоров, воронка продаж, выполнение плана, коммерческое предложение, корпоративы, лидогенерация, план продаж, работа с возражениями, работа с ключевыми клиентами, развитие бизнеса, тендеры","переговоры, планирование, презентации, принятие решений, развитие","bitrix24, telegram",21,14,5,2,,,RUB,False,Creadigital,1598384.0,,https://hh.ru/vacancy/134584040,От 3 до 6 лет,Полная занятость,Удалённо,Москва
134766487,Бизнес-партнер/BDM,2026-07-01T18:01:38.724+03:00,2026-07-01T18:01:38.724+03:00,"b2b продажи, активные продажи, аналитическое мышление, видение, деловое общение, нацеленность на результат, переговоры, презентации, развитие, стратегическое мышление","b2b продажи, активные продажи, переговоры","аналитическое мышление, видение, деловое общение, нацеленность на результат, презентации, развитие, стратегическое мышление",,10,3,7,0,,,RUB,False,Айти-тех,5031285.0,,https://hh.ru/vacancy/134766487,От 3 до 6 лет,Полная занятость,"На месте работодателя, Удалённо, Гибрид, Разъездной",Москва
134805820,Менеджер по продажам / BDM (Enterprise),2026-07-02T17:06:42.420+03:00,2026-07-02T17:06:42.420+03:00,"b2b продажи, enterprise, активные продажи, анализ воронки, воронка продаж, выполнение плана, выявление потребностей, деловая переписка, коммерческое предложение, корпоративные продажи, методология продаж, переговоры, план продаж, планирование, презентации, развитие, цикл сделки","b2b продажи, enterprise, активные продажи, анализ воронки, воронка продаж, выполнение плана, выявление потребностей, коммерческое предложение, корпоративные продажи, методология продаж, план продаж, презентации, цикл сделки","деловая переписка, переговоры, планирование, развитие",,17,13,4,0,,,RUB,False,Форбс Консалтинг,11514705.0,,https://hh.ru/vacancy/134805820,От 3 до 6 лет,Полная занятость,"Удалённо, Гибрид",Москва
133496558,Country manager/ Director/Территориальный директор/BDM/менеджер по развитию бизнеса (Китай),2026-07-03T14:25:05.770+03:00,2026-07-03T14:25:05.770+03:00,"ведение переговоров, командировки, контроль, переговоры, проведение переговоров, развитие, управление командой","ведение переговоров, командировки, переговоры, проведение переговоров","контроль, развитие, управление командой",,7,4,3,0,,,RUB,False,ФИНАМ,2682.0,,https://hh.ru/vacancy/133496558,От 3 до 6 лет,Полная занятость,"Удалённо, Гибрид",Москва
134702804,BDM / Account manager,2026-06-30T11:33:19.342+03:00,2026-06-30T11:33:19.342+03:00,"account management, b2b продажи, business development, key account management, upsell, взаимодействие, коммуникабельность, контроль, мониторинг, ответственность, сверки","account management, b2b продажи, business development, key account management, upsell, мониторинг, сверки","взаимодействие, коммуникабельность, контроль, ответственность",,11,7,4,0,,,RUB,False,Фортуна Айти,10208887.0,,https://hh.ru/vacancy/134702804,От 3 до 6 лет,Полная занятость,Удалённо,Москва
134654982,Senior BDM (Payments),2026-06-29T11:36:30.874+03:00,2026-06-29T11:36:30.874+03:00,"outbound, подарки, принятие решений","outbound, подарки",принятие решений,,3,2,1,0,,12000.0,EUR,True,Offer Now,9056230.0,,https://hh.ru/vacancy/134654982,От 3 до 6 лет,Полная занятость,"Удалённо, Гибрид",Кипр
134666939,Affiliate manager / BDM (Crypto),2026-06-29T14:02:49.401+03:00,2026-06-29T14:02:49.401+03:00,,,,,0,0,0,0,150000.0,200000.0,RUB,False,VELARIX DIGITAL AGENCY,12814328.0,,https://hh.ru/vacancy/134666939,От 1 года до 3 лет,Полная занятость,Удалённо,Москва
132266881,"BDM (ИТ-вендор, B2B, Enterprise)",2026-06-30T18:07:14.883+03:00,2026-06-30T18:07:14.883+03:00,"enterprise, документооборот, мотивация, переговоры, проведение переговоров, развитие, цикл сделки","enterprise, документооборот, переговоры, проведение переговоров, цикл сделки","мотивация, развитие",,7,5,2,0,,,RUB,False,Первая Форма,4099206.0,,https://hh.ru/vacancy/132266881,От 3 до 6 лет,Полная занятость,Удалённо,Москва
134635592,Менеджер по развитию бизнеса (BDM),2026-06-28T22:51:08.822+03:00,2026-06-28T22:51:08.822+03:00,"enterprise, saas, sql, корпоративы, переговоры, презентации, развитие, развитие клиентов, тёплые звонки","enterprise, saas, sql, корпоративы, переговоры, презентации, развитие клиентов, тёплые звонки",развитие,,9,8,1,0,,,RUB,False,Notamedia,553714.0,,https://hh.ru/vacancy/134635592,От 3 до 6 лет,Полная занятость,"Удалённо, Гибрид",Москва
132568461,BDM / Менеджер по развитию бизнеса (Москва),2026-06-27T10:17:12.795+03:00,2026-06-27T10:17:12.795+03:00,"b2b продажи, business development, активные продажи, ведение переговоров, корпоративы, лидогенерация, переговоры, презентации, развитие, развитие бизнеса, сервис","b2b продажи, business development, активные продажи, ведение переговоров, корпоративы, лидогенерация, переговоры, презентации, развитие бизнеса","развитие, сервис",,11,9,2,0,300000.0,400000.0,RUB,False,Dex,10464215.0,,https://hh.ru/vacancy/132568461,От 3 до 6 лет,Полная занятость,Удалённо,Москва
134684383,Country manager/Director/Территориальный директор/BDM/менеджер по развитию бизнеса (Китай),2026-06-29T19:07:07.224+03:00,2026-06-29T19:07:07.224+03:00,"ведение переговоров, командировки, контроль, переговоры, проведение переговоров, развитие, управление командой","ведение переговоров, командировки, переговоры, проведение переговоров","контроль, развитие, управление командой",,7,4,3,0,,,RUB,False,ФИНАМ,2682.0,,https://hh.ru/vacancy/134684383,От 3 до 6 лет,Полная занятость,"Удалённо, Гибрид",Китай
134482248,Senior BDM (Payments),2026-06-23T11:35:57.488+03:00,2026-06-23T11:35:57.488+03:00,"outbound, подарки, принятие решений","outbound, подарки",принятие решений,,3,2,1,0,,10000.0,EUR,True,Offer Now,9056230.0,,https://hh.ru/vacancy/134482248,От 3 до 6 лет,Полная занятость,Удалённо,Турция
134434856,Sales manager/BDM,2026-06-22T11:38:41.868+03:00,2026-06-22T11:38:41.868+03:00,"b2b продажи, business development, saas, активные продажи, визы, перевыполнение плана, план продаж, проактивность, проведение демо, развитие","b2b продажи, business development, saas, активные продажи, визы, перевыполнение плана, план продаж, проведение демо","проактивность, развитие",,10,8,2,0,,,RUB,False,AB,10107051.0,,https://hh.ru/vacancy/134434856,От 1 года до 3 лет,Полная занятость,Удалённо,Москва
134452823,"Менеджер по развитию (BDM, Москва)",2026-06-22T16:07:27.970+03:00,2026-06-22T16:07:27.970+03:00,"b2b продажи, enterprise, информационная безопасность, переговоры, презентации, публичные выступления, развитие, холодные продажи, цикл сделки","b2b продажи, enterprise, информационная безопасность, переговоры, холодные продажи, цикл сделки","презентации, публичные выступления, развитие",,9,6,3,0,250000.0,,RUB,False,Айдеко,111611.0,,https://hh.ru/vacancy/134452823,От 3 до 6 лет,Полная занятость,"На месте работодателя, Удалённо",Москва
133208587,Менеджер по продвижению серверного направления / BDM Enterprise,2026-06-24T11:05:51.781+03:00,2026-06-24T11:05:51.781+03:00,"enterprise, взаимодействие, виртуализация, командировки, мотивация, развитие, резервное копирование","enterprise, виртуализация, командировки, резервное копирование","взаимодействие, мотивация, развитие",,7,4,3,0,,,RUB,False,СИНТО,1949248.0,,https://hh.ru/vacancy/133208587,От 3 до 6 лет,Полная занятость,"На месте работодателя, Удалённо, Гибрид",Ярославль
134519206,Business development manager / BDM / Affiliate manager FX,2026-06-24T10:13:10.019+03:00,2026-06-24T10:13:10.019+03:00,"ведение переговоров, нетворкинг, обратная связь, переговоры, презентации",ведение переговоров,"нетворкинг, обратная связь, переговоры, презентации",,5,1,4,0,,,RUB,False,Гамма,12073857.0,,https://hh.ru/vacancy/134519206,От 1 года до 3 лет,Полная занятость,Удалённо,Москва
134283673,Business Development manager / BDM,2026-06-17T23:05:45.140+03:00,2026-06-17T23:05:45.140+03:00,"контроль, развитие",,"контроль, развитие",,2,0,2,0,,,RUB,False,X4Apps,4196704.0,,https://hh.ru/vacancy/134283673,От 1 года до 3 лет,Полная занятость,"Удалённо, Гибрид",Москва
134146107,BDM/Менеджер по продажам,2026-06-15T08:42:15.918+03:00,2026-06-15T08:42:15.918+03:00,"b2b продажи, активность, госзакупки, заключение договоров, коммерческое предложение, мониторинг, нетворкинг, отчётность, переговоры, планирование, развитие, сервис, тендеры","b2b продажи, госзакупки, заключение договоров, коммерческое предложение, мониторинг, отчётность, переговоры, тендеры","активность, нетворкинг, планирование, развитие, сервис",,13,8,5,0,,,RUB,False,WebBee,5162680.0,,https://hh.ru/vacancy/134146107,От 1 года до 3 лет,Полная занятость,Удалённо,Москва
134158666,Руководитель по развитию продаж упаковки (BDM),2026-06-15T11:28:53.561+03:00,2026-06-15T11:28:53.561+03:00,"b2b продажи, комплектация, развитие, упаковка","b2b продажи, комплектация, упаковка",развитие,,4,3,1,0,,,RUB,False,Free Martlet HR Solutions,9737607.0,,https://hh.ru/vacancy/134158666,От 3 до 6 лет,Полная занятость,"Удалённо, Гибрид",Москва
134265972,BDM / B2B Sales Manager (Kадровое IT-агентство),2026-06-17T14:23:02.681+03:00,2026-06-17T14:23:02.681+03:00,"b2b sales, business development, архив, гибкость, коммерческое предложение, мониторинг, ориентация на результат, переговоры, презентации, развитие, развитие бизнеса, самостоятельность, сервис","b2b sales, business development, архив, коммерческое предложение, мониторинг, развитие бизнеса","гибкость, ориентация на результат, переговоры, презентации, развитие, самостоятельность, сервис",,13,6,7,0,,,RUB,False,Integrum,97943.0,,https://hh.ru/vacancy/134265972,От 1 года до 3 лет,Полная занятость,"На месте работодателя, Удалённо, Гибрид",Москва
134001652,Business Development Manager/BDM (iGaming),2026-06-09T10:51:43.578+03:00,2026-06-09T10:51:43.578+03:00,"business development, unit-экономика, взаимодействие, инициативность, контроль, переговоры, принятие решений, развитие","business development, unit-экономика, переговоры","взаимодействие, инициативность, контроль, принятие решений, развитие",,8,3,5,0,2000.0,,USD,False,Lenkep recruitment,5402004.0,,https://hh.ru/vacancy/134001652,От 3 до 6 лет,Полная занятость,Удалённо,Москва
134312012,Ведущий B2B-менеджер / BDM в IT-финтех продукт (без офиса),2026-06-18T13:25:46.320+03:00,2026-06-18T13:25:46.320+03:00,"saas, telegram, развитие, сервис",saas,"развитие, сервис",telegram,4,1,2,1,170000.0,400000.0,RUB,False,Технологии IL,10270682.0,,https://hh.ru/vacancy/134312012,От 3 до 6 лет,Полная занятость,Удалённо,Москва
133965263,Менеджер по привлечению рекламодателей (Hunter / Sales / BDM) iGaming,2026-06-08T12:59:37.630+03:00,2026-06-08T12:59:37.630+03:00,"нетворкинг, переговоры",,"нетворкинг, переговоры",,2,0,2,0,,,RUB,False,CLICKLEAD,4525885.0,,https://hh.ru/vacancy/133965263,От 1 года до 3 лет,Частичная занятость,Удалённо,Москва
